ID,Title,Author,Genre,Description,SE_Description,URL,AccessionNo,BookType,SubjectNo,Publisher,Price,Currency,Pages,Language,CupboardNo,RackNo,Branch,YearOfPublication,BarcodePrint,IndexPrev,Page1Prev,Page2Prev,Page3Prev,SellerInfo,SellerContact,AddedBy,TimeOfEntry,Remark
1,"Wings of Fire","Abdul Kalam","Biography, Nonfiction, Biography, Autobiography, Cultural, India, Asian Literature, Indian Literature, Inspirational, Autobiography, Memoir, Science, Self Help, Biography Memoir","Avul Pakir Jainulabdeen Abdul Kalam, the son of a little-educated boat-owner in Rameswaram, Tamil Nadu, had an unparalleled career as a defence scientist, culminating in the highest civilian award of India, the Bharat Ratna. As chief of the country's defence research and development programme, Kalam demonstrated the great potential for dynamism and innovation that existed in seemingly moribund research establishments. This is the story of Kalam's rise from obscurity and his personal and professional struggles, as well as the story of Agni, Prithvi, Akash, Trishul and Nag-missiles that have become household names in India and that have raised the nation to the level of a missile power of international reckoning. This is also the saga of independent India's struggle for technological self-sufficiency and defensive autonomy-a story as much about politics, domestic and international, as it is about science.",NULL,https://www.goodreads.com/book/show/634583.Wings_of_Fire?from_search=true&from_srp=true&qid=4iBZJ4u6GH&rank=1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,"My Journey","Abdul Kalam","Biography, Nonfiction, Biography, Autobiography, Cultural, India, Inspirational, Autobiography, Memoir, Asian Literature, Indian Literature, Self Help, Science, Self Help, Personal Development","From a small boy growing up in Rameswaram, to becoming the country?s eleventh President, A.P.J. Abdul Kalam?s life has been a tale of extraordinary determination, courage, perseverance and the desire to excel. In this series of anecdotes and profiles, Dr Kalam looks back on key moments in his past?some small and some momentous?and tells the reader how each of them inspired",NULL,https://www.goodreads.com/book/show/18371021-my-journey?from_search=true&from_srp=true&qid=Bvzsic7NQw&rank=1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,"Agricultural Price Policy in India","Gaur Vandana",NULL,NULL,NULL,NULL,77767,1,"630 54 /GAU","Raka, Allahabad",200.00,₹,210,2,1400,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,"The Kingdom of Blue Skies","Chattopadhyaya M",NULL,NULL,NULL,NULL,77776,1,"C S","National Book Trust- India, N Delhi",45.00,₹,103,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,"Pulmonary Tuberculosis","Menon M P S ",NULL,NULL,NULL,NULL,77777,1,"614 5/ MEN","National Book Trust- India, N Delhi",65.00,₹,334,2,1370,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,Pita-Putra,"Biswas Ranjita ",NULL,NULL,NULL,NULL,77778,1,823/BIS,"National Book Trust- India, N Delhi",45.00,₹,203,2,1400,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,"Material Marvels","Sharma B C ",NULL,NULL,NULL,NULL,77779,1,"729  232/ SHA","National Book Trust- India, N Delhi",40.00,₹,135,2,1390,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,Fall,"Borade R R",,NULL,NULL,https://www.goodreads.com/book/show/10843460-fall?from_search=true&from_srp=true&qid=PrQoxNaeAV&rank=1,77781,1,"823/ BOR","National Book Trust- India, N Delhi",30.00,₹,106,2,5012,50,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,"Self- care forWomen","Sheth P R ",NULL,NULL,NULL,NULL,77783,1,396/SHE,"National Book Trust- India, N Delhi",35.00,₹,156,2,1241,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,"Reaching Womanhood","Nandedkar, Rajadhyaksha",,"This is a must read and must have book for every young girls and women reached or reaching womanhood..to accept a new phase and new upcoming challenges of life. Don't forget to celebrate Womanhood.",NULL,https://www.goodreads.com/book/show/33288946-reaching-womanhood?from_search=true&from_srp=true&qid=Yzx9RY7t47&rank=1,77784,1,"396 /NAN","National Book Trust- India, N Delhi",35.00,₹,130,2,1360,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,"Understanding Adolescence","Sharma Neerja",,NULL,NULL,https://www.goodreads.com/book/show/24971303-understanding-adolescence?from_search=true&from_srp=true&qid=IOokdxjuyq&rank=1,77785,1,"305  23/ SHA","National Book Trust- India, N Delhi",35.00,₹,136,2,1370,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,"Children Who Made it Big",Thargmani,NULL,NULL,NULL,NULL,77786,1,"C  S ","National Book Trust- India, N Delhi",20.00,₹,163,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,"Aruna Asaf Ali","Raghavan G N S ",,"On Aruna Asaf Ali, b. 1909, Indian freedom fighter and political leader.",NULL,https://www.goodreads.com/book/show/6686204-aruna-asaf-ali?from_search=true&from_srp=true&qid=T57RuVbfb3&rank=1,77790,1,"923 2/ RAG","National Book Trust- India, N Delhi",45.00,₹,183,2,1390,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
76,"Yours Food And You","Achaya K T ",NULL,NULL,NULL,NULL,77793,1,"641  5 /ACH","National Book Trust- India, N Delhi",30.00,₹,112,2,1390,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
77,"Giani Gurmukh Singh 'Musafir'","Duggal K S ",NULL,NULL,NULL,NULL,77794,1,"923 2/ DUG","National Book Trust- India, N Delhi",35.00,₹,112,2,1400,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,"Preservation of Art Objects & Libraray Materials","Agrawal O P ",,NULL,NULL,https://www.goodreads.com/book/show/40581632-preservation-of-art-objects?from_search=true&from_srp=true&qid=NdR7UfIuBU&rank=1,77795,1,"702 8 /AGR","National Book Trust- India, N Delhi",40.00,₹,112,2,1400,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,Parsa,"Nayar Rana",NULL,NULL,NULL,NULL,77796,1,"823/ NAY","National Book Trust- India, N Delhi",75.00,₹,323,2,1390,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,"Environmental Pollution","Manivasakam N ",,NULL,NULL,https://www.goodreads.com/book/show/40569910-environmental-pollution?from_search=true&from_srp=true&qid=r9SRJd7kJw&rank=1,77799,1,"613  1 /MAN","National Book Trust- India, N Delhi",40.00,₹,162,2,1390,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
86,Signatures,"Sachidanandan K ",NULL,NULL,NULL,NULL,77803,1,"821/ SAT","National Book Trust- India, N Delhi",70.00,₹,439,2,1400,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,"The Past And Prejudice","Thapar Romila",History,NULL,NULL,https://www.goodreads.com/book/show/1370467.The_Past_and_Prejudice?from_search=true&from_srp=true&qid=pYe0drRn5V&rank=1,77804,1,"107 153/ THA","National Book Trust- India, N Delhi",25.00,₹,70,2,1400,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,Mortuary,"Sharma Madhu",NULL,NULL,NULL,NULL,77805,1,"823 / SHA","National Book Trust- India, N Delhi",45.00,₹,192,2,1390,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,"ReminiScences of A Hunter","Ramachandran C N ",,"This is a narrative of the exciting adventures of the author as a hunter in South India. It also portrays the beliefs and rituals, food habits, hunting codes and the relationship that existed between the colonial masters and their native subjects during the per-independence era.",NULL,https://www.goodreads.com/book/show/28766938-reminiscences-of-a-hunter?from_search=true&from_srp=true&qid=EOLxB0q0Ix&rank=1,77806,1,"823/ RAM","National Book Trust- India, N Delhi",30.00,₹,107,2,1370,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,"The World Of Shadows","Murthi R  K ",NULL,NULL,NULL,NULL,77807,1,"C  S ","National Book Trust- India, N Delhi",15.00,₹,43,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,"The Wonderland of Air","Murthi R K ",NULL,NULL,NULL,NULL,77808,1,"C  S ","National Book Trust- India, N Delhi",15.00,₹,54,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,"Cosmic Gift","Rajan Mohan Sundara",NULL,NULL,NULL,NULL,77811,1,"C  S ","National Book Trust- India, N Delhi",10.00,₹,54,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,"Srinivasa Ramanyan","Ram Suresh",NULL,NULL,NULL,NULL,77818,1,920/RAM,"National Book Trust- India, N Delhi",25.00,₹,84,2,1380,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105,"Vitthal Ramji Shinde","Pawar G M ",,NULL,NULL,https://www.goodreads.com/book/show/36610162-the-life-and-works-of-maharshi-vitthal-ramji-shinde?from_search=true&from_srp=true&qid=rd3tq81Sqq&rank=1,77821,1,"920/ PAW","National Book Trust- India, N Delhi",30.00,₹,82,2,1390,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106,"A Drug is Born","Thatte, Dahanukar",,NULL,NULL,https://www.goodreads.com/book/show/23467653-a-drug-is-born?from_search=true&from_srp=true&qid=zLx6MMbA9u&rank=1,77822,1,"615 1/ THA","National Book Trust- India, N Delhi",35.00,₹,94,2,1350,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109,"Fibre Optics","Bhide G K ",NULL,NULL,NULL,NULL,77825,1,"514 224/ BHI","National Book Trust- India, N Delhi",40.00,₹,94,2,1360,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110,"Social life of Plants","Datta Sukanya",Science,"Book Summary of Social Life Of Plants Plants like humans, form alliances with other plants and animals, wage war against enemies, employ mercenaries and use subtle strategies for survival. This book explains the interesting social life of the plant world.",NULL,https://www.goodreads.com/book/show/33013764-social-life-of-plants?from_search=true&from_srp=true&qid=NwrZXKTKsB&rank=1,77826,1,"581  3 /DAT","National Book Trust- India, N Delhi",45.00,₹,87,2,1370,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116,"Madhusudan Das","Mohanty Surendra",NULL,NULL,NULL,NULL,77832,1,"923 2/MOH","National Book Trust- India, N Delhi",35.00,₹,142,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117,"Harinath De","Bandypadhyay S ",NULL,NULL,NULL,NULL,77833,1,"923 7/BAN","National Book Trust- India, N Delhi",25.00,₹,74,2,1370,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118,"Inventors Who Revolutionised","GopalKrishnan K  V ",,NULL,NULL,https://www.goodreads.com/book/show/21528171-inventors-who-revolutionised-our-lives?from_search=true&from_srp=true&qid=1P6EJqHM5G&rank=1,77834,1,"925/ GOP","National Book Trust- India, N Delhi",35.00,₹,152,2,1360,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,"A Dictionary of Old Marathi","Tulpule S  G, Feldhaus Anne",,"Marathi is the official language of Maharashtra state in India. Old Marathi is the classical written form of the language as it appears in the abundant literature and inscriptions dating from around 1000 to 1350 B.C.E. This dictionary, the only one of its kind, is based on all known inscriptions and literary sources from the Old Marathi period. For each word, it offers a transliteration, an abbreviation indicating the grammatical category, an indication of etymology (where known), the attested meaning (with variants), and a citation or citations illustrating the use of the word in Old Marathi sources.",NULL,https://www.goodreads.com/book/show/271579.A_Dictionary_of_Old_Marathi?from_search=true&from_srp=true&qid=SvMNe4pv5R&rank=1,77888,1,"030 /TUL","Popular Prakashan, Mumbai",1200.00,₹,807,2,1670,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,"The Sky is falling","Sheldon Sidney","Fiction, Thriller, Mystery, Suspense, Thriller, Mystery Thriller, Novels, Mystery, Crime, Romance, Contemporary, Drama","Washington TV anchorwoman Dana Evans (from Best Laid Plans) suspects the accidents befalling the rich Winthrop family, killing all five members, were murders. Like Chicken Little and the sky falling, she chases clues across the world to unravel an international conspiracy. The inheritance goes to charity, so money is not the motive. ",NULL,https://www.goodreads.com/book/show/43327.The_Sky_is_Falling?from_search=true&from_srp=true&qid=MIo3Tyinh1&rank=1,77889,1,"823 /SID","Popular , Pune ",0.00,₹,0,2,990,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,"Hindu Manners, Customs & Ceremonies","Nath, Singh",NULL,NULL,NULL,NULL,77892,1,"294 54/NAT","Crest Pub  House, N  Delhi ",85.00,₹,190,2,1370,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
177,"Know Your Mind","Johnson L  S ",,NULL,NULL,https://www.goodreads.com/book/show/26161684-know-your-mind?from_search=true&from_srp=true&qid=JSLM4GxHOh&rank=1,77893,1,000/JOH,"Crest Pub  House, N  Delhi ",75.00,₹,182,2,1310,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
178,"Hindu Festivals Fairs & Fasts ","Singh Chitralekh",NULL,NULL,NULL,NULL,77894,1,"390 2945/SIN","Crest Pub  House, N  Delhi ",95.00,₹,220,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
179,"Karma (The Spiritual Style of Management)","Chakravarty A ",NULL,NULL,NULL,NULL,77895,1,658/CHA,"Crest Pub  House, N  Delhi ",125.00,₹,263,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
180,"Improving Your- Concentration Skills","Harris G, Harris K ",NULL,NULL,NULL,NULL,77896,1,"153 153/HAR","Jaico, Delhi ",60.00,₹,112,2,1650,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,"Intserview Tips","Toropov Brandon",NULL,NULL,NULL,NULL,77897,1,"158 3/TOR","Jaico, Delhi ",50.00,₹,127,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
182,"Basic Budhism","Chin Huai Nan",NULL,NULL,NULL,NULL,77898,1,"294 3/HUR","Jaico, Delhi ",115.00,₹,243,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
183,"101 Ways to improve your Com  ","Condrill Jo",NULL,NULL,NULL,NULL,77899,1,"001 5/CON","Jaico, Delhi ",60.00,₹,110,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210,Gitanjali,"Tagore Rabindranath","Poetry, Classics, Cultural, India, Fiction, Asian Literature, Indian Literature, Philosophy, Literature, Spirituality, Nobel Prize, Religion","Nobel laureate Rabindranath Tagore was one of the most important writers in 20th-century Indian literature. Among his expansive and impressive body of work, "Gitanjali" is regarded as one of his greatest achievements, and has been a perennial bestseller since it was first published in 1910.",NULL,https://www.goodreads.com/book/show/66414.Gitanjali?from_search=true&from_srp=true&qid=1FJ3LXraqz&rank=1,77926,1,"821 /TAG","Rabindra Bhavan, Calcutta",125.00,₹,273,2,1400,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
217,"Teaching of History","Wangoo M L,  Kachroo C L ",NULL,NULL,NULL,NULL,77933,1,907/WAN,"Suneel Pub  Jammu Tawi",150.00,₹,465,2,1360,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,"A Background to The Study of English Literature","Prasad Birjadish",NULL,NULL,NULL,NULL,77937,1,"891 44/ PRA","New York",3.50,₹,226,2,1790,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
222,"The Problem of Style","Murry  J middleton",,"John Middleton Murry (1889-1957) played an important part in the English literary scene. In these lectures delivered at Oxford over fifty years ago he attempted to define writing style.",NULL,https://www.goodreads.com/book/show/2886713-the-problem-of-style?from_search=true&from_srp=true&qid=1blDA8qwth&rank=1,77938,1,"824 1/MUR","Oxford Univ  Press,  London",5.00,₹,133,2,1220,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
223,"Biju Patnaik","Behera Hullasa",NULL,NULL,NULL,NULL,77939,1,828/BEH,Haryana,61.00,₹,197,2,1390,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
229,"Indian Artisans","Bhattacharya, Chakrabarti ",NULL,NULL,NULL,NULL,77945,1,709/BHA,"Anthropological, Govt  of India",180.00,₹,124,2,1401,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
292,"The Thirty-Nine Steps","Buchan John","Fiction, Classics, Mystery, Thriller, Historical, Historical Fiction, Adventure, Suspense, Novels, Literature, Historical","When Richard Hannay is warned of an assassination plot that has potential to take Britain into a war, and then discovers in his flat the murdered body of the American that warned him, he becomes a prime suspect. He flees to the moors of Scotland and a spirited chase begins as he is pursued by the police and the German spies involved with stealing British plans. Buchan's tale unfolds into one of the seminal and most influential 'chase' books, mimicked by many, yet unrivaled in the tension and mystery created by his writing",NULL,https://www.goodreads.com/book/show/16206904-the-thirty-nine-steps-greenmantle?from_search=true&from_srp=true&qid=aPaTx82uTG&rank=2,78008,1,"C  S ","V P M  Delhi ",150.00,₹,127,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
293,"Grimms  fairy tales","Grimm Brothers",NULL,NULL,NULL,NULL,78009,1,"C  S ","V P M  Delhi ",150.00,₹,151,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
299,"Treasure Island","Stevenson R  L ",NULL,NULL,NULL,NULL,78015,1,"C  S ","S  K  Pub  N  Delhi ",150.00,₹,159,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
300,"The Jungle Book","Kipling Rudyard","Classics, Fiction, Childrens, Fantasy, Adventure, Short Stories, Animals, Young Adult, Cultural, India, Literature","The Jungle Book key characters are Mowgli, a boy raised by wolves and Sher Khan, biggest tiger in India. As Baloo the sleepy brown bear, Bagheera the cunning black panther, Kaa the python, and his other animal friends teach their beloved “man-cub” the ways of the jungle, Mowgli gains the strength and wisdom he needs for his frightful fight with Shere Khan, the tiger who robbed him of his human family. But there are also the tales of Rikki-tikki-tavi the mongoose and his “great war” against the vicious cobras Nag and Nagaina; of Toomai, who watches the elephants dance; and of Kotick the white seal, who swims in the Bering Sea.",NULL,https://www.goodreads.com/book/show/77270.The_Jungle_Book?from_search=true&from_srp=true&qid=1ZBwSCgIzN&rank=1,78016,1,"C  S ","S  K  Pub  N  Delhi ",150.00,₹,159,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
301,"Dr  Jekyll  & Mr  Hyde","Stevenson R  L  ",NULL,NULL,NULL,NULL,78017,1,"C  S ","S  K  Pub ,  N  Delhi ",150.00,₹,168,2,1132,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
302,"Allces  Adventures In Wonderland","Corroll Lewies",NULL,NULL,NULL,NULL,78018,1,"C  S ","S  K  Pub  N  Delhi ",150.00,₹,151,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
304,"We Nehrus","Krishna Nehru",,NULL,NULL,https://www.goodreads.com/book/show/20758821-we-nehrus?from_search=true&from_srp=true&qid=ouKTSQBClz&rank=1,78020,1,"828 /NEH","Pearl P P Lim , B ombay ",0.00,₹,343,2,1141,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
306,"Doctor Hudson's Secret Journal","Douglas Lloyd D ","Fiction, Classics, Historical, Historical Fiction, Christian Fiction, Novels","THIS has been an eventful day. We formally opened our new hospital this afternoon. The city's medical profession was ably represented and many of our well-to-do philanthropists came for tea and a tour of inspection. ",NULL,https://www.goodreads.com/book/show/778648.Doctor_Hudson_s_Secret_Journal?from_search=true&from_srp=true&qid=Mznxo7C4lK&rank=1,78022,1,"823 / DOU","Pocket   Book  ",0.00,₹,239,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
307,"Green Light","Douglas Lloyd C ","Fiction, Novels, Classics","Here is the powerful and inspiring novel that has guided hundreds of thousands of people and given them strength and comfort. The kindly Dean Harcourt with his simple wisdom has encouraged many to write to Lloyd Douglas for advice and help. He has brought pleasure, solace and inspiration into many lives. ",NULL,https://www.goodreads.com/book/show/759187.Green_Light?from_search=true&from_srp=true&qid=u39P1BTaKX&rank=3,78023,1,"823 / DOU","Pocket   Books, INC  New York ",0.00,₹,296,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
317,"Tom Brown  School Days","Hughes Thomas",NULL,NULL,NULL,NULL,78033,1,"C  S ","Navyug, Delhi ",200.00,₹,224,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
318,"A Little Princess","Bumett Frances H ",NULL,NULL,NULL,NULL,78034,1,"C  S ","Navyug, Delhi ",150.00,₹,168,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,"What Katy Did next","Coolidge Susan m ","Classics, Childrens, Fiction, Young Adult, Romance, Historical, Historical Fiction, Childrens, Childrens Classics, Literature, 19th Century, Historical, Literature, American","Katy Carr can hardly believe it when she is invited to spend a whole year in Europe with Mrs Ashe and Amy. Although a year seems like a long time away from her beloved family, living in the small American town of Burnet, Katy embarks enthusiastically on her greatest adventure. This charming story, first published in 1886, is the third of Susan Coolidge's three hugely popular Katy books.",NULL,https://www.goodreads.com/book/show/730503.What_Katy_Did_Next?from_search=true&from_srp=true&qid=ZNCsQZl8wi&rank=1,78035,1,823-/COO,"Vimal Pustak Mandir, Delhi ",150.00,₹,166,2,1080,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
320,"The Treasure Seekers","Nesdit  E ",NULL,NULL,NULL,NULL,78036,1,"C  S ","Navyug, Delhi ",150.00,₹,167,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
321,"Rip Van Winkle","Irving Washington","Classics, Short Stories, Fiction, Fantasy, Literature, Literature, American, Academic, School, Historical, Historical Fiction, Literature, 19th Century, Childrens","Washington Irving's story of a man who sleeps for twenty years in the Catskill Mountains and awakens to find a changed world has been a classic of American Literature. This deluxe gift edition carefully reproduces thity-four of Arthir Rackham's enchanting and exquisuute paintings.",NULL,https://www.goodreads.com/book/show/462182.Rip_Van_Winkle?from_search=true&from_srp=true&qid=OmTF5aParo&rank=1,78037,1,"C  S ","Navyug, Delhi ",150.00,₹,135,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
343,"Peter Pan","Barrie J M ","Classics, Fantasy, Fiction, Childrens, Adventure, Young Adult, Childrens, Middle Grade, Audiobook, Fantasy, Fairy Tales, Literature","Peter Pan by J. M. Barrie Peter Pan, the mischievous boy who refuses to grow up, lands in the Darling's proper middle-class home to look for his shadow. He befriends Wendy, John and Michael and teaches them to fly (with a little help from fairy dust). He and Tinker Bell whisk them off to Never-land where they encounter the Red Indians, the Little Lost Boys, pirates and the dastardly Captain Hook.",NULL,https://www.goodreads.com/book/show/34268.Peter_Pan?from_search=true&from_srp=true&qid=av3qhx9kTZ&rank=1,78059,1,"C  S ","Surinder & Sons, Delhi ",120.00,₹,128,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
344,"A Christmas carol","Dickens Charles","Classics, Fiction, Holiday, Christmas, Fantasy, Literature, Audiobook, Historical, Historical Fiction, Holiday, Literature, 19th Century, Classics, Classic Literature","'If I had my way, every idiot who goes around with Merry Christmas on his lips, would be boiled with his own pudding, and buried with a stake of holly through his heart. Merry Christmas? Bah humbug!'",NULL,https://www.goodreads.com/book/show/5326.A_Christmas_Carol?from_search=true&from_srp=true&qid=gXRFD91L6L&rank=1,78060,1,"C  S ","Surinder & Sons, Delhi ",150.00,₹,167,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
345,"The Hound of the Baskervilles","Doyle Arthur Canan","Mystery, Classics, Fiction, Mystery, Crime, Mystery, Detective, Thriller, Suspense, Adventure, Historical, Historical Fiction, Childrens, Chapter Books","The curse of a supernatural hound brings Sherlock Holmes and Dr. Watson to England's gloomy moor country to solve Sir Charle Baskerville's murder. Will they find the murderer in time to prevent another killing? And what strange secrets are the people in and around Baskerville Hall trying to hide? Follow the great detective as he solves one of his most baffling cases.",NULL,https://www.goodreads.com/book/show/653559.Sherlock_Holmes_and_the_Case_of_the_Hound_of_the_Baskervilles?from_search=true&from_srp=true&qid=eGveUCBO1v&rank=1,78061,1,"C  S ","Surinder & Sons, Delhi ",150.00,₹,160,2,1400,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
346,"Sherlock Homes Investigate","Doyle Arthur Conan",NULL,NULL,NULL,NULL,78062,1,"C  S ","Surinder & Sons, Delhi ",150.00,₹,159,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
